username,time,followed,private,notavaliable,toomanyfollowers,liked,target,followedback,cantunfollow
kaczka_love,1691697457.9828217,False,False,False,False,True,pudzianofficial,False,False
lan.karol,1691697494.1887183,False,False,False,False,False,pudzianofficial,True,False
konrad_surowiec_,1691697547.7550182,False,False,False,False,True,pudzianofficial,False,False
radomek_2000,1691697584.4523757,False,False,False,False,True,pudzianofficial,False,False
_kremnivea_,1691697661.8363178,False,True,False,False,False,pudzianofficial,False,False
kris_krzyzack,1691697718.0394087,False,False,False,True,False,pudzianofficial,False,False
krystianjastrzebski476,1691697768.7114286,False,True,False,False,False,pudzianofficial,False,False
ku.ba3379,1691697801.0567417,False,False,False,False,False,pudzianofficial,False,False
louati.group.of.companies,1691697870.99522,False,False,False,True,False,pudzianofficial,False,False
maksokos,1691697929.9322171,False,False,False,False,False,pudzianofficial,True,False
joanna665002023,1691698010.9940004,False,True,False,False,False,pudzianofficial,False,False
martom325,1691698065.7526877,False,True,False,False,False,pudzianofficial,False,False
m4rlenka.33,1691698128.3020246,False,True,False,False,False,pudzianofficial,False,False
chomikmiesny,1691698172.545241,False,False,False,False,False,pudzianofficial,False,False
mattie_1405,1691698239.326296,False,False,False,False,False,pudzianofficial,False,False
mkanclerz_trener,1691698301.8785262,False,False,True,False,True,pudzianofficial,False,False
olo_grzegorzyca_mm,1691698388.973187,False,True,False,False,False,pudzianofficial,False,False
pwlxd000,1691698428.287077,False,False,False,False,True,pudzianofficial,False,False
ps17127,1691698458.4620316,False,False,False,False,False,pudzianofficial,True,False
pawelwyka2008,1691698513.1751032,False,True,False,False,False,pudzianofficial,False,False
pito2009b1,1691698559.8053076,False,True,False,False,False,pudzianofficial,False,False
piotr_malendowicz,1691698602.09813,False,False,False,False,False,pudzianofficial,False,False
sebsebee,1691698644.9075866,False,False,False,False,True,pudzianofficial,False,False
thestefoo,1691698685.843325,False,False,False,False,True,pudzianofficial,False,False
szyszqa54321,1691698728.6163812,False,False,False,False,False,pudzianofficial,False,False
lxdain,1691698775.2504327,False,True,False,False,False,pudzianofficial,False,False
_flo_bvn,1691698809.407818,False,False,False,False,False,pudzianofficial,False,False
szef_cypiss,1691698848.0483248,False,False,False,False,True,pudzianofficial,False,False
noz_do_masla,1691698915.246194,False,False,False,False,False,pudzianofficial,False,False
macena3985,1691698959.4904664,False,False,False,False,False,sawardega_wataha,False,False
gra_cjan1,1691699020.058606,False,True,False,False,False,sawardega_wataha,False,False
bubs.on77,1691699078.5686948,False,True,False,False,False,sawardega_wataha,False,False
normalnykuba_,1691699108.8521905,False,False,False,False,False,sawardega_wataha,False,False
j_u_l_i_t_a_x_x_,1691699200.004321,False,True,False,False,False,sawardega_wataha,False,False
lena_p1988,1691699228.4753585,False,False,False,False,False,sawardega_wataha,False,False
l.kudyba,1691699317.605301,False,True,False,False,False,sawardega_wataha,False,False
lol16_aha,1691699374.2643838,False,True,False,False,False,sawardega_wataha,False,False
nikola_4487,1691699422.889744,False,False,False,False,True,sawardega_wataha,False,False
osieckv,1691699488.9707632,False,False,False,True,False,sawardega_wataha,False,False
skekunixx,1691699562.0266752,False,False,False,False,False,sawardega_wataha,False,False
annamendrak,1691699622.6795774,False,True,False,False,False,sawardega_wataha,False,False
epiankaa,1691699673.2420323,False,True,False,False,False,sawardega_wataha,False,False
_.april_52662_,1691699767.465665,False,False,True,False,False,sawardega_wataha,False,False
wsit003,1691699820.287814,False,True,False,False,False,sawardega_wataha,False,False
karolsiur,1691699882.8839412,False,True,False,False,False,sawardega_wataha,False,False
machnacka_,1691699971.9358742,False,True,False,False,False,sawardega_wataha,False,False
swaggg_dominika,1691700032.5024338,False,True,False,False,False,sawardega_wataha,False,False
ciepa.madzia,1691700121.781991,False,True,False,False,False,sawardega_wataha,False,False
mateuszek.mm,1691700156.0859504,False,False,False,False,False,sawardega_wataha,True,False
bedn4rz,1691700196.180292,False,False,False,False,False,sawardega_wataha,False,False
joy.u.cameron,1691700262.4622705,False,False,False,True,False,sawardega_wataha,False,False
amadeuszpulson,1691700343.53819,False,True,False,False,False,sawardega_wataha,False,False
kicvsaistar,1691700381.780469,False,False,False,False,False,sawardega_wataha,False,False
kubus__08_,1691700418.028136,False,False,False,False,False,sawardega_wataha,True,False
framski_antek,1691700462.8797612,False,False,False,False,True,sawardega_wataha,False,False
stars_.xo,1691700498.3082936,True,False,False,False,False,sawardega_wataha,False,True
urzytkownik2115,1691700530.7540977,False,False,False,False,False,sawardega_wataha,False,False
kokos.bwc,1691700571.1770968,False,False,False,False,False,sawardega_wataha,False,False
roza_flowerkiewicz,1691700599.5294929,False,False,False,False,False,sawardega_wataha,True,False
wlodas_o7,1691700642.4271083,False,False,False,False,True,sawardega_wataha,False,False
kamilsta_stasilo,1691700688.9893084,False,False,False,False,True,sawardega_wataha,False,False
glomoney187,1691700744.568543,False,False,False,True,False,sawardega_wataha,False,False
patryk__gb,1691700781.3029966,False,False,False,False,True,sawardega_wataha,False,False
kacperska_,1691700829.4738944,False,False,False,True,True,sawardega_wataha,False,False
natanvq,1691700918.5831308,False,True,False,False,False,sawardega_wataha,False,False
kaczr_,1691700981.4587293,False,True,False,False,False,sawardega_wataha,False,False
wiczek__k,1691701046.440186,False,False,False,False,False,sawardega_wataha,True,False
samuraj34,1691701120.852118,False,False,False,False,False,sawardega_wataha,False,False
kapi_1313,1691701212.0351732,False,True,False,False,False,sawardega_wataha,False,False
olaa_12z,1691701282.7376337,False,False,False,False,False,sawardega_wataha,False,False
kali.karol_,1691701370.1139386,False,True,False,False,False,sawardega_wataha,False,False
_roza.liia,1691701410.954751,False,False,False,False,True,sawardega_wataha,False,False
parno_love_sympa,1691701451.8151662,False,False,False,False,False,sawardega_wataha,False,False
po_prostu_wiika,1691701486.4051795,False,False,False,False,False,sawardega_wataha,False,False
j.zielinskka,1691701528.868334,False,False,False,False,False,sawardega_wataha,False,False
mpxcs,1691701595.7056246,True,False,False,False,False,sawardega_wataha,False,True
karolina_przybylek5739,1691701627.9102817,True,False,False,False,False,sawardega_wataha,False,True
fp_kruszwil.kamerzysta,1691701698.8286085,False,False,False,False,False,sawardega_wataha,False,False
yasami_.i,1691701737.2814531,False,False,False,False,False,sawardega_wataha,False,False
zuza_prosza,1691701770.8168216,False,False,False,True,True,sawardega_wataha,False,False
tomeknowak536,1691701815.1002584,False,False,False,False,False,sawardega_wataha,False,False
dzejanx,1691701897.8450878,False,True,False,False,False,sawardega_wataha,False,False
h.jarosz77,1691701948.631745,False,True,False,False,False,sawardega_wataha,False,False
bar1oszkooo,1691701987.597919,False,False,False,False,True,sawardega_wataha,False,False
t.rusak_,1691702074.7087147,False,True,False,False,False,sawardega_wataha,False,False
karszaa,1691702167.483504,False,True,False,False,False,sawardega_wataha,False,False
mateusz_karolczuk1,1691702197.687637,False,False,False,False,False,sawardega_wataha,True,False
gck.msl,1691702268.5777674,True,False,False,False,False,sawardega_wataha,False,True
saruchna.21,1691702309.783416,False,False,False,False,False,sawardega_wataha,False,False
zuzkas7,1691702353.9241962,False,False,False,False,False,sawardega_wataha,False,False
kondzio8444,1691702421.194919,False,False,False,False,False,sawardega_wataha,False,False
growth_guide_5,1691702470.1248868,False,False,False,False,True,sawardega_wataha,False,False
bartek.wiec,1691702522.81292,False,True,False,False,False,sawardega_wataha,False,False
krejzi_martino,1691702581.597939,False,True,False,False,False,sawardega_wataha,False,False
sukummii,1691702609.8223147,False,False,False,False,False,sawardega_wataha,False,False
grisha3212023,1691702660.455248,False,True,False,False,False,sawardega_wataha,False,False
bet365_inf02,1691702728.1016457,False,False,False,True,False,sawardega_wataha,False,False
_julkaaa_67,1691702812.814955,False,True,False,False,False,sawardega_wataha,False,False
shelbytyo,1691702875.5232296,False,True,False,False,False,sawardega_wataha,False,False
lenkatrajmer,1691702911.732561,False,False,False,False,False,sawardega_wataha,False,False
xmaksikxx,1691702986.6916366,False,False,False,False,False,sawardega_wataha,True,False
jula1566,1691703033.2604508,False,True,False,False,False,sawardega_wataha,False,False
peic12221,1691703077.342474,False,False,False,False,False,sawardega_wataha,False,False
se_frosty,1691703152.8324912,False,False,False,False,False,sawardega_wataha,False,False
nataniel_1231431,1691703213.6796503,False,True,False,False,False,sawardega_wataha,False,False
pftp.julka,1691703276.0644646,False,True,False,False,False,sawardega_wataha,False,False
wodorek_chlorek,1691703346.6584294,False,False,False,False,False,sawardega_wataha,True,False
_lilmich_,1691703409.4246285,False,True,False,False,False,sawardega_wataha,False,False
kl.audia7248,1691703502.1730072,False,True,False,False,False,sawardega_wataha,False,False
mericzka,1691703541.7132964,False,False,False,True,True,sawardega_wataha,False,False
wbrochocka,1691703588.6253562,False,False,False,False,True,sawardega_wataha,False,False
_s1mon_4kwn8,1691703628.7819655,False,False,False,False,False,sawardega_wataha,False,False
wasyl_bozy,1691703692.0150378,False,True,False,False,False,sawardega_wataha,False,False
paatii__official,1691703785.3298962,False,True,False,False,False,sawardega_wataha,False,False
amelka_qkk1,1691703815.5837204,True,False,False,False,False,sawardega_wataha,False,True
paruszewskaluiza,1691703875.650379,False,False,False,False,False,sawardega_wataha,False,False
caputa_kamil,1691703928.5373948,False,False,False,False,True,sawardega_wataha,True,False
laura_18901,1691703971.7250302,False,False,False,False,True,sawardega_wataha,False,False
b4rofn,1691704658.111989,False,False,True,False,False,sawardega_wataha,False,False
natlovescat,1691846992.6982372,False,False,False,False,False,jakubroskosz,False,False
domigitana,1691847071.3427932,False,False,False,True,False,jakubroskosz,False,False
the_lbky,1691847109.7495792,False,False,False,False,True,jakubroskosz,False,False
matkowskii,1691847151.015955,False,False,False,True,False,jakubroskosz,False,False
mowmi_daga,1691847231.8948298,False,True,False,False,False,jakubroskosz,False,False
rozwijaj.social.media,1691847278.0613294,False,False,False,False,False,jakubroskosz,False,False
komasz_ki,1691847348.814503,False,False,False,False,False,jakubroskosz,False,False
law_is_a_woman,1691847419.1287403,False,False,False,True,False,jakubroskosz,False,False
agi_butto,1691847496.161119,False,True,False,False,False,jakubroskosz,False,False
agaroguska,1691847585.146652,False,True,False,False,False,jakubroskosz,False,False
agarudi2115,1691847666.3268423,False,True,False,False,False,jakubroskosz,False,False
a_wujek,1691847744.9795582,False,True,False,False,False,jakubroskosz,False,False
aleksanderswacha,1691847828.0538414,False,True,False,False,False,jakubroskosz,False,False
vertigoeveryday,1691847909.0610986,False,True,False,False,False,jakubroskosz,False,False
anita.x42,1691847970.3778384,False,False,False,False,False,jakubroskosz,False,False
bartek_matuszczak_,1691848055.7878692,False,True,False,False,False,jakubroskosz,False,False
brosajens,1691848108.183586,False,False,False,False,False,jakubroskosz,False,False
agat_szkolenia,1691848147.9489758,False,False,False,True,True,jakubroskosz,False,False
coriander_bb,1691848210.4936357,False,False,False,False,False,jakubroskosz,False,False
kisala.daw,1691848263.3910875,False,True,False,False,False,jakubroskosz,False,False
joe.swizzle,1691848346.5019014,False,True,False,False,False,jakubroskosz,False,False
fluentaviator,1691848411.1790235,False,False,False,False,False,jakubroskosz,False,False
grzegorznal,1691848483.8465114,False,False,False,False,False,jakubroskosz,False,False
fokus_s,1691848570.715223,False,True,False,False,False,jakubroskosz,False,False
kamila_frach,1691848633.2343695,False,False,False,False,False,jakubroskosz,False,False
korneliasq,1691848696.9376447,False,False,False,True,False,jakubroskosz,False,False
fi_sh3r,1691848763.51284,False,False,False,False,False,jakubroskosz,False,False
laurawolny,1691848814.5118732,False,False,False,False,True,jakubroskosz,False,False
ligiamarciniak,1691848858.0589857,False,False,False,True,True,jakubroskosz,False,False
madzia_s26,1691848922.7799034,False,False,False,False,False,jakubroskosz,False,False
magdakrysz,1691848967.6745305,False,False,False,False,False,jakubroskosz,False,False
malitzky,1691849060.7062452,False,True,False,False,False,jakubroskosz,False,False
mar_io99,1691849103.3957236,False,False,False,False,True,jakubroskosz,False,False
martakram_,1691849146.1605277,False,False,False,False,True,jakubroskosz,False,False
m.mach21,1691849225.429896,False,True,False,False,False,jakubroskosz,False,False
marcia.healthy,1691849264.0435865,False,False,False,False,True,jakubroskosz,False,False
matkow1234,1691849322.8844051,False,True,False,False,False,jakubroskosz,False,False
milenkaaxx,1691849369.4790273,False,False,False,False,True,jakubroskosz,False,False
monika.juraszek_official,1691849412.2804005,False,False,False,False,True,jakubroskosz,False,False
mi.tulli,1691849458.9222424,False,False,False,False,True,jakubroskosz,False,False
logopedapaula,1691849500.261797,False,False,False,True,True,jakubroskosz,False,False
oslimotek,1691849565.9518168,False,False,False,True,False,jakubroskosz,False,False
sebdeja,1691849653.3633385,False,True,False,False,False,jakubroskosz,False,False
limone.agency,1691849724.0316143,False,False,False,False,False,jakubroskosz,False,False
tompuertorico67,1691849811.7641537,False,True,False,False,False,jakubroskosz,False,False
weronikasamojluk,1691849843.9194422,False,False,False,True,True,jakubroskosz,False,False
luk.edits,1691849886.866577,False,False,False,False,True,jakubroskosz,False,False
patrykstasiakk,1691849944.6423533,False,False,False,True,False,jakubroskosz,False,False
ajman_akbar,1691849976.4112473,False,False,False,True,True,jakubroskosz,False,False
malineczka.aaa,1691850010.8425856,False,False,False,False,False,jakubroskosz,False,False
aleksandra_0300,1691850069.2940004,False,True,False,False,False,karolina_pisarek,False,False
a_vadakedavra,1691850129.9247022,False,True,False,False,False,karolina_pisarek,False,False
eldar.ska,1691850190.4627926,False,True,False,False,False,karolina_pisarek,False,False
rocovskaa,1691850247.2869363,False,True,False,False,False,karolina_pisarek,False,False
aneciaavx_,1691850289.412416,False,False,False,False,False,karolina_pisarek,False,False
an.ka2154,1691850331.62122,False,False,False,False,False,karolina_pisarek,False,False
prusak71,1691850384.0222452,False,True,False,False,False,karolina_pisarek,False,False
arab.jest.the.best,1691850444.9147494,False,False,False,False,False,karolina_pisarek,False,False
stfu.evez,1691850507.371424,False,True,False,False,False,karolina_pisarek,False,False
emilaa.kl,1691850563.970269,False,True,False,False,False,karolina_pisarek,False,False
goshonthego,1691850611.8553944,False,False,False,True,True,karolina_pisarek,False,False
helena33923,1691850684.554687,False,False,False,False,False,karolina_pisarek,False,False
igorsiewielec,1691850724.8582392,False,False,False,False,False,karolina_pisarek,True,False
izakol91,1691850754.199313,False,False,False,False,False,karolina_pisarek,False,False
tkaczykalex24,1691850784.5853064,False,False,False,False,False,karolina_pisarek,False,False
joannakowalska63,1691850818.8705342,False,False,False,False,False,karolina_pisarek,False,False
borowskaaa.pv.2,1691850901.670269,False,True,False,False,False,karolina_pisarek,False,False
mrikson_,1691850950.3754215,False,False,False,False,True,karolina_pisarek,False,False
mikolajczyk5822,1691851016.9821022,False,False,False,False,False,karolina_pisarek,False,False
klaudiatooja,1691851054.6755793,False,False,False,True,True,karolina_pisarek,False,False
taurusqueenxoxox,1691851118.07279,False,False,False,False,False,karolina_pisarek,False,False
luizakilanowska,1691851199.2500632,False,True,False,False,False,karolina_pisarek,False,False
majmeenm,1691851265.788335,False,False,False,False,False,karolina_pisarek,True,False
michal.8079,1691851300.4096384,False,False,False,False,False,karolina_pisarek,False,False
n.gendera,1691851337.441474,False,False,False,False,True,karolina_pisarek,False,False
natii590,1691851392.9911969,False,False,False,True,False,karolina_pisarek,False,False
natt_allie_3005,1691851484.150552,False,True,False,False,False,karolina_pisarek,False,False
wojtyra_ola,1691851554.9307413,False,False,False,False,False,karolina_pisarek,False,False
olcia_regulska,1691851597.116402,False,False,False,False,False,karolina_pisarek,False,False
olivia.mosch,1691851657.6552298,False,True,False,False,False,karolina_pisarek,False,False
sadpop6,1691851716.4557214,False,True,False,False,False,karolina_pisarek,False,False
sanderka2006,1691851752.7359076,False,False,False,False,False,karolina_pisarek,False,False
s_andryszczyk05,1691851782.8602028,False,False,False,False,False,karolina_pisarek,False,False
_rybvxa_,1691851860.2745063,False,True,False,False,False,karolina_pisarek,False,False
wikt.oria3192,1691851931.0237193,False,False,False,False,False,karolina_pisarek,False,False
dylewska.aaa,1691851979.6144865,False,False,False,False,True,karolina_pisarek,False,False
_wikusiaa14_,1691852032.4607563,False,False,False,False,True,karolina_pisarek,False,False
mrwbaran,1691852107.289117,False,False,False,False,False,karolina_pisarek,False,False
szymczyk.zosia,1691852194.8203723,False,True,False,False,False,karolina_pisarek,False,False
lukaszpowaga,1691852271.82126,False,True,False,False,False,karolina_pisarek,False,False
nikotin.c.li.p,1691852336.822178,False,False,False,False,False,karolina_pisarek,True,False
martiixen,1691852376.4793038,False,False,False,True,True,karolina_pisarek,False,False
gi__kiyoshi,1691852457.441667,False,True,False,False,False,karolina_pisarek,False,False
maachowska,1691852533.246339,False,False,False,True,False,karolina_pisarek,False,False
azizchibeni7050,1691852572.034653,False,False,False,False,True,karolina_pisarek,False,False
veiqnn_24,1691852626.420464,False,True,False,False,False,thenitrozyniak,False,False
tomek_kk98,1691852668.6479518,False,False,False,False,False,thenitrozyniak,False,False
stasiuuu1233,1691852753.6762471,False,True,False,False,False,thenitrozyniak,False,False
dychtanowski,1691852802.1109896,False,True,False,False,False,thenitrozyniak,False,False
marcin7887,1691852881.3598082,False,True,False,False,False,thenitrozyniak,False,False
___marli___0,1691852921.5780995,False,False,False,False,False,thenitrozyniak,False,False
niejestemruda._,1691852984.4538865,False,False,False,False,False,thenitrozyniak,False,False
mordurex,1691853049.194105,False,False,False,False,False,thenitrozyniak,False,False
official22031,1691853077.9179325,False,False,False,False,False,thenitrozyniak,False,False
xvslenq7,1691853113.9597266,False,False,False,False,False,thenitrozyniak,False,False
zakuuub,1691853156.0794475,False,False,False,False,False,thenitrozyniak,False,False
autostrim,1691853227.1832428,False,False,False,False,False,thenitrozyniak,False,False
amariz71.cp686756,1691853294.5494258,True,False,False,False,False,thenitrozyniak,False,True
anelisepu_oi761285,1691853379.4122677,True,False,False,False,False,thenitrozyniak,False,True
azareevg5c685898,1691853460.3678691,True,False,False,False,False,thenitrozyniak,False,True
mieciuu_pv,1691853552.5764172,False,True,False,False,False,thenitrozyniak,False,False
prywata_blocha,1691853614.891229,False,True,False,False,False,thenitrozyniak,False,False
dominiqgora,1691853683.5662415,False,False,False,False,False,thenitrozyniak,False,False
_ndominika,1691853761.1108851,False,True,False,False,False,thenitrozyniak,False,False
filipo4208,1691853809.5099585,False,True,False,False,False,thenitrozyniak,False,False
zakreconeklipy,1691853839.5227847,False,False,False,False,False,thenitrozyniak,False,False
fryderyk_pv_,1691853932.8748372,False,True,False,False,False,thenitrozyniak,False,False
_ejmej,1691853983.1913528,False,True,False,False,False,thenitrozyniak,False,False
hekfzzgut,1691854021.6783493,False,False,False,False,False,thenitrozyniak,False,False
zigi4089,1691854065.7490191,False,False,False,False,False,thenitrozyniak,False,False
jacklynnu0.lgv66916,1691854138.6434646,True,False,False,False,False,thenitrozyniak,False,True
jaicee5z69d91786,1691854207.2535796,True,False,False,False,False,thenitrozyniak,False,True
jolantahotel,1691854247.59452,False,False,False,False,False,thenitrozyniak,False,False
juliax.2023,1691854285.8906803,False,False,False,False,False,thenitrozyniak,False,False
_xjulzx_,1691854371.067474,False,True,False,False,False,thenitrozyniak,False,False
sojka.2115,1691854464.225701,False,True,False,False,False,thenitrozyniak,False,False
kgronek28,1691854555.5122802,False,True,False,False,False,thenitrozyniak,False,False
kamilaxvd,1691854602.4513984,False,True,False,False,False,thenitrozyniak,False,False
kamylayyzbi30514,1691854662.9468577,True,False,False,False,False,thenitrozyniak,False,True
kasiu_czyk,1691854723.809724,False,True,False,False,False,thenitrozyniak,False,False
x.korneliaa_,1691854754.012583,False,False,False,False,False,thenitrozyniak,False,False
lizmarief9ynl64826,1691854818.5715775,True,False,False,False,False,thenitrozyniak,False,True
madelieneyi_jwl38436,1691854893.147864,True,False,False,False,False,thenitrozyniak,False,True
marcinkragiel681,1691854963.7974958,False,False,False,False,False,thenitrozyniak,True,False
oliwcia_01.07,1691855050.929687,False,True,False,False,False,thenitrozyniak,False,False
pawelchm25,1691855113.3787973,False,True,False,False,False,thenitrozyniak,False,False
only_young.redd,1691855149.8171628,False,False,False,False,False,thenitrozyniak,False,False
jd.sjh,1691855194.0861635,False,False,False,False,False,thenitrozyniak,False,False
soleilh6_4pz37423,1691855264.8447297,True,False,False,False,False,thenitrozyniak,False,True
szaler23,1691855319.2955391,False,True,False,False,False,thenitrozyniak,False,False
warsaw_poland_warszawa_polska,1691855386.4642262,False,False,False,False,False,thenitrozyniak,False,False
juliamandziuk,1691855461.4738302,False,False,False,False,False,thenitrozyniak,False,False
_lipka_pv_,1691855550.5968711,False,True,False,False,False,thenitrozyniak,False,False
zuzia_tu_jest,1691855603.693486,False,True,False,False,False,isamupt,False,False
jagodka_prwatnee,1691855687.4701064,False,True,False,False,False,isamupt,False,False
lubonski_ks,1691855736.910568,False,False,False,False,True,isamupt,False,False
karm.elpv,1691855799.4687858,False,True,False,False,False,isamupt,False,False
speedway_zuzel,1691855833.5833132,True,False,False,False,False,isamupt,False,True
big_mlody,1691855861.893817,False,False,False,False,False,isamupt,False,False
autostrim,1691855924.6024785,False,False,False,False,False,isamupt,False,False
szybkidyziek,1691857910.50229,False,True,False,False,False,kacperblonsky,False,False
aleksandra__szczeponek,1691857940.7137184,False,False,False,False,False,kacperblonsky,False,False
maciusrawr,1691857993.2650142,False,False,False,False,True,kacperblonsky,True,False
gochaa_33,1691858078.3555546,False,True,False,False,False,kacperblonsky,False,False
private.zuziakowalska,1691858169.3067694,False,True,False,False,False,kacperblonsky,False,False
_barteq_24,1691858262.1626537,False,True,False,False,False,kacperblonsky,False,False
nicola_lyszkiewicz,1691858302.4749408,False,False,False,False,False,kacperblonsky,False,False
33kajdusiaaa,1691858361.3607666,False,False,False,False,False,kacperblonsky,False,False
grundzioo,1691858410.2309885,False,False,False,False,True,kacperblonsky,False,False
adrianna_majchrowska_,1691858460.892615,False,False,False,False,True,kacperblonsky,True,False
_aniaa23_,1691858537.7523096,False,True,False,False,False,kacperblonsky,False,False
ostaszewskiantoni,1691858572.362316,False,False,False,False,False,kacperblonsky,False,False
aagata_,1691858612.5837438,False,False,False,False,False,kacperblonsky,False,False
bartek.dej.1,1691858649.2108784,False,False,False,False,False,kacperblonsky,False,False
_bviancav,1691858688.035009,False,False,False,False,True,kacperblonsky,False,False
copinglocket339,1691858781.012649,False,True,False,False,False,kacperblonsky,False,False
ewelina2820,1691858827.790926,False,False,False,False,True,kacperblonsky,False,False
hduplicki,1691858865.8692644,False,False,False,False,False,kacperblonsky,False,False
kuba12lech,1691858927.0430715,False,False,False,False,False,kacperblonsky,False,False
szulcjula,1691858969.2215607,False,False,False,False,False,kacperblonsky,False,False
only_jula00,1691859048.6984644,False,True,False,False,False,kacperblonsky,False,False
julita_kacprzak,1691859141.9824066,False,True,False,False,False,kacperblonsky,False,False
juuuurson,1691859214.4444425,False,False,False,False,False,kacperblonsky,False,False
kamilakozlowska_08,1691859244.6164052,False,False,False,False,False,kacperblonsky,True,False
klarcia0,1691859331.334972,False,True,False,False,False,kacperblonsky,False,False
_kla.udia__,1691859379.7553911,False,True,False,False,False,kacperblonsky,False,False
korneliaaaav,1691859430.7284324,False,False,False,False,True,kacperblonsky,True,False
lena_ksiazyk,1691859469.6647434,False,False,False,False,True,kacperblonsky,True,False
lenlisz,1691859542.420566,False,False,False,False,False,kacperblonsky,False,False
martyna_pyzewska,1691859617.445434,False,False,False,False,False,kacperblonsky,False,False
m.zdeb229,1691859656.1203735,False,False,False,False,True,kacperblonsky,False,False
marvynaa_,1691859737.096882,False,True,False,False,False,kacperblonsky,False,False
ola262709,1691859775.40342,True,False,False,False,False,kacperblonsky,False,True
olciaq.q,1691859807.4946072,False,False,False,False,False,kacperblonsky,False,False
pysia__05,1691859845.9711435,False,False,False,False,True,kacperblonsky,False,False
klikusia17,1691859920.5073664,False,False,False,False,False,kacperblonsky,False,False
bejbebejb,1691860012.1535082,False,True,False,False,False,kacperblonsky,False,False
synk.5,1691860068.8703403,False,True,False,False,False,kacperblonsky,False,False
w.o2023,1691860125.09201,False,True,False,False,False,kacperblonsky,False,False
_wikasawicka_,1691860200.1283913,False,False,False,False,False,kacperblonsky,False,False
w_roz_ink,1691860247.832901,False,False,False,True,True,kacperblonsky,False,False
zuzaa.chomanska,1691860296.2372303,False,True,False,False,False,kacperblonsky,False,False
zjanowskaa,1691860387.1113155,False,True,False,False,False,kacperblonsky,False,False
zuzia2011hh,1691860457.8466823,False,False,False,False,False,kacperblonsky,False,False
gdziejestnemo007,1691860551.4232562,False,True,False,False,False,kacperblonsky,False,False
alincia__44,1691860600.358152,True,False,False,False,True,kacperblonsky,False,True
_pal.la,1691860640.7536373,False,False,True,False,True,kacperblonsky,False,False
sanderka_x15,1691860725.881868,False,True,False,False,False,kacperblonsky,False,False
zjem.ci.zupe,1691860780.435083,False,True,False,False,False,kacperblonsky,False,False
roksi_255,1691860823.244688,False,False,False,False,True,kacperblonsky,False,False
wojciech_puma_bonecki,1691860862.0689013,False,False,False,False,True,gordziejewska.biznes,False,False
mako_aoff,1691860893.615013,False,False,False,True,True,gordziejewska.biznes,False,False
amel.1e__,1691860944.229723,False,False,False,False,True,gordziejewska.biznes,False,False
kaa.si.aaa,1691860979.186499,False,False,False,True,False,gordziejewska.biznes,False,False
klavdiavp,1691861016.4222062,False,False,False,False,True,gordziejewska.biznes,False,False
markhutchinson_fx360,1691861086.4559214,False,False,False,True,False,gordziejewska.biznes,False,False
trojanek_1,1691861135.123113,False,False,False,False,True,gordziejewska.biznes,False,False
mr__.rahul._750,1691861168.3232996,False,False,False,True,True,gordziejewska.biznes,False,False
natalia_dworniczak,1691861211.358059,False,False,False,False,True,gordziejewska.biznes,False,False
spal_blanta7,1691861255.7881289,False,False,False,False,True,czarny_polak_,False,False
szybkie_wywiady,1691861330.2474134,False,False,False,False,False,czarny_polak_,False,False
ivoluszeg,1691861415.006085,False,True,False,False,False,czarny_polak_,False,False
niki_lady_2020,1691861495.8401656,False,True,False,False,False,czarny_polak_,False,False
czexe,1691861576.7217226,False,True,False,False,False,czarny_polak_,False,False
k1_talgi,1691861664.0735958,False,True,False,False,False,czarny_polak_,False,False
mysia887,1691861738.7782202,False,False,False,False,False,czarny_polak_,False,False
alannowakowski0,1691861769.1564848,False,False,False,False,False,czarny_polak_,False,False
al.mroz,1691861833.8053973,True,False,False,False,False,czarny_polak_,False,True
mak.aneta,1691861875.7677832,False,False,False,False,True,czarny_polak_,False,False
antek6385,1691861920.0529597,False,False,False,False,False,czarny_polak_,False,False
arkadiusz_zieminski,1691861997.013014,False,True,False,False,False,czarny_polak_,False,False
bartus_pv01,1691862039.8530843,False,False,False,False,True,czarny_polak_,False,False
bartek277_,1691862080.0793972,False,False,False,False,False,czarny_polak_,True,False
lysywwl,1691862120.0224397,False,False,False,True,True,czarny_polak_,False,False
boginigypsyqueenx,1691862185.930504,False,False,True,False,True,czarny_polak_,False,False
x_domel0255,1691862276.888362,False,True,False,False,False,czarny_polak_,False,False
lolli_popsi_,1691862356.2153652,False,True,False,False,False,czarny_polak_,False,False
evelinangel1982,1691862435.4184914,False,True,False,False,False,czarny_polak_,False,False
glamjinka,1691862520.1647255,False,True,False,False,False,czarny_polak_,False,False
mlody_kwasnik,1691862564.6888149,False,False,False,False,True,czarny_polak_,False,False
kossakowskailona,1691862611.0848246,False,True,False,False,False,czarny_polak_,False,False
brawiaq,1691862655.1275604,False,False,False,False,False,czarny_polak_,False,False
kamilo916,1691862720.010703,False,False,False,False,False,czarny_polak_,False,False
kari.szcz,1691862761.8239644,False,False,False,True,True,czarny_polak_,False,False
katarzynkaaa1986,1691862828.3965745,False,False,False,False,False,czarny_polak_,False,False
krzysiuuuu,1691862917.3424497,False,True,False,False,False,czarny_polak_,False,False
maciosmart,1691862948.770947,False,False,False,True,True,czarny_polak_,False,False
mar.ol98,1691863036.2130363,False,True,False,False,False,czarny_polak_,False,False
