username,time,followed,private,notavaliable,toomanyfollowers,liked,target,followedback,cantunfollow
gigac.had08,1691546822.2372718,False,True,False,False,False,kacperblonsky,False,False
zosi.aantkiewicz,1691546878.630116,False,True,False,False,False,kacperblonsky,False,False
feesty6,1691546953.003039,False,False,False,False,False,kacperblonsky,False,False
k.wikcia,1691546995.3168015,False,False,False,False,False,kacperblonsky,False,False
kolczynskaaa,1691547041.025171,False,False,False,False,True,kacperblonsky,False,False
zielaa_a,1691547075.2041156,False,False,False,False,False,kacperblonsky,False,False
borderkicia7,1691547109.326728,True,False,False,False,False,kacperblonsky,False,True
kay_bymbum,1691547145.6232831,False,False,False,False,False,kacperblonsky,False,False
florq_20,1691547187.7146215,False,False,False,False,False,kacperblonsky,False,False
maciejka4.2,1691547262.4779892,False,False,False,False,False,kacperblonsky,False,False
doma_o_8,1691547355.313007,False,True,False,False,False,kacperblonsky,False,False
julka_belcel,1691547390.5630789,False,False,False,True,False,kacperblonsky,False,False
strentusek,1691547420.7627182,False,False,False,False,False,kacperblonsky,False,False
karolnoowakkx_,1691547459.2801118,False,False,False,False,False,kacperblonsky,False,False
karci___a,1691547493.5608947,False,False,False,False,False,kacperblonsky,False,False
jkuberaa,1691547540.3574705,False,False,False,False,True,kacperblonsky,False,False
kwiatekk17,1691547612.888888,False,False,False,False,False,kacperblonsky,False,False
luiss.ramizz,1691547665.3211694,False,True,False,False,False,kacperblonsky,False,False
wait.imn,1691547730.24917,False,False,False,False,False,kacperblonsky,False,False
mari_e965,1691547762.636183,False,False,False,False,False,kacperblonsky,False,False
marycathiie,1691547840.1351273,False,False,False,True,False,kacperblonsky,False,False
martyna.szambelan,1691547893.5725732,False,False,False,False,True,kacperblonsky,False,False
m_wlodowska,1691547970.407282,False,True,False,False,False,kacperblonsky,False,False
ciocia_kosmetolog_,1691548014.2116158,False,False,False,True,True,kacperblonsky,False,False
michal.stryczek,1691548048.3908365,False,False,False,False,False,kacperblonsky,False,False
tu_michalek,1691548097.0735626,False,True,False,False,False,kacperblonsky,False,False
g.olcia33,1691548135.235307,False,False,False,False,False,kacperblonsky,False,False
oliwciaezz_1,1691548171.5066917,False,False,False,False,False,kacperblonsky,False,False
_pati.x_0,1691548234.633537,False,False,False,False,False,kacperblonsky,False,False
paulincia.xyz,1691548274.7125206,False,False,False,False,False,kacperblonsky,True,False
siemajamarcel,1691548355.60733,False,True,False,False,False,kacperblonsky,False,False
tus1aa98,1691548397.0338469,False,False,False,True,True,kacperblonsky,False,False
werkaa_01,1691548483.888472,False,True,False,False,False,kacperblonsky,False,False
w.zaborowskii,1691548532.6541886,False,False,False,False,True,kacperblonsky,False,False
w_frydrych,1691548580.22866,False,True,False,False,False,kacperblonsky,False,False
to_szczepkowska,1691548633.2759335,False,False,False,False,True,kacperblonsky,False,False
_zosiaa_415,1691548661.474569,False,False,False,False,False,kacperblonsky,False,False
natqlcia__,1691548702.0760758,False,False,False,False,False,kacperblonsky,False,False
jestem_grzybek,1691548777.1937852,False,False,False,False,False,kacperblonsky,False,False
bartek.krool,1691548845.895021,False,False,False,False,False,kacperblonsky,False,False
mrozuuuuu,1691548880.0370195,False,False,False,False,False,kacperblonsky,False,False
cfmebx,1691548942.510757,False,True,False,False,False,kacperblonsky,False,False
rafalwolnik,1691549003.0534246,False,False,False,False,False,gordziejewska.biznes,False,False
jouruney,1691549048.5161595,True,False,False,False,True,gordziejewska.biznes,False,True
z_fotografia_przez_zycie,1691549092.181605,False,False,False,True,True,gordziejewska.biznes,False,False
bast1_nyc,1691549163.2538693,False,False,False,False,False,gordziejewska.biznes,False,False
pola.thegirl,1691549197.1653974,False,False,False,True,True,gordziejewska.biznes,False,False
czesc_jestem_nowy,1691549261.7266214,False,False,False,False,False,gordziejewska.biznes,False,False
julkawbiznesie,1691549300.4633017,False,False,False,True,True,gordziejewska.biznes,False,False
cudowianki,1691549348.0988595,False,False,False,True,True,gordziejewska.biznes,False,False
firlejanna_,1691549384.3216164,False,False,False,True,True,gordziejewska.biznes,False,False
odetosilk,1691549416.426419,False,False,False,True,True,gordziejewska.biznes,False,False
madzia_grudzien,1691549448.251063,False,False,False,True,True,gordziejewska.biznes,False,False
aleksandraksp,1691549493.7290423,False,False,False,True,True,gordziejewska.biznes,False,False
michal.jakubasz,1691549536.0981236,False,False,False,True,True,gordziejewska.biznes,False,False
agata_narodzonek.13,1691549590.6420135,False,True,False,False,False,gordziejewska.biznes,False,False
k_bartos2,1691549631.0370967,False,False,False,False,False,gordziejewska.biznes,True,False
jakubwojcik.22,1691549674.1905892,False,False,False,False,True,gordziejewska.biznes,False,False
juulia.jula,1691549711.3360517,False,False,False,False,True,gordziejewska.biznes,False,False
zucharajoanna,1691549762.119673,False,False,False,False,True,gordziejewska.biznes,False,False
maciej_faja_72,1691549790.2886667,False,False,False,False,False,gordziejewska.biznes,False,False
ajem.adas,1691549877.144018,False,True,False,False,False,gordziejewska.biznes,False,False
mama_marysii22,1691549950.5847993,False,False,False,True,False,gordziejewska.biznes,False,False
a_biernacki,1691549987.0840557,False,False,False,False,False,gordziejewska.biznes,False,False
zy_teczka,1691550074.3249383,False,True,False,False,False,gordziejewska.biznes,False,False
przemover,1691550117.145581,False,False,False,False,True,gordziejewska.biznes,False,False
karen.g.93,1691550162.169947,False,False,False,False,True,gordziejewska.biznes,False,False
wiktoria.kachniarz,1691550200.8696806,False,False,False,False,True,gordziejewska.biznes,True,False
angelika__kowalik,1691550244.6256006,False,False,False,True,True,gordziejewska.biznes,False,False
malutkaaaaaaa,1691550324.5044742,False,False,False,True,False,gordziejewska.biznes,False,False
w.koowalewska,1691550372.0177052,False,False,False,True,True,gordziejewska.biznes,False,False
daria.network,1691550415.5792074,False,False,False,False,True,gordziejewska.biznes,False,False
wiktor_plaza,1691550463.3801436,False,False,False,True,True,gordziejewska.biznes,False,False
isacasu_al.style,1691550505.9999087,False,False,False,False,True,gordziejewska.biznes,False,False
klaudia96interia.pl,1691550568.7859366,False,False,False,False,False,gordziejewska.biznes,False,False
_.werkx,1691550605.282158,False,False,False,False,True,gordziejewska.biznes,False,False
litwiankaa,1691550692.0533712,False,True,False,False,False,gordziejewska.biznes,False,False
ewelina.mazurkiewicz34,1691550733.8375137,False,False,False,True,True,gordziejewska.biznes,False,False
aniamachowska,1691550769.298298,False,False,False,True,True,gordziejewska.biznes,False,False
adam_szarmach,1691550850.345824,False,True,False,False,False,gordziejewska.biznes,False,False
stefanczyk1,1691550889.3667777,False,False,False,False,True,gordziejewska.biznes,False,False
paty.babe,1691550925.9241507,False,False,False,True,True,gordziejewska.biznes,False,False
iammajerska,1691550964.6406405,False,False,False,False,True,gordziejewska.biznes,False,False
youness770,1691551020.831745,False,False,False,True,False,gordziejewska.biznes,False,False
5_smakow_zycia,1691551087.9534874,False,False,False,False,False,gordziejewska.biznes,False,False
thecezara,1691551119.676672,False,False,False,True,True,gordziejewska.biznes,False,False
marylka77,1691551163.5720763,False,False,False,True,True,gordziejewska.biznes,False,False
hankinson_productions,1691551212.9166484,False,False,False,False,True,gordziejewska.biznes,False,False
m.artpaszynska,1691551265.9141202,False,False,False,False,True,gordziejewska.biznes,False,False
102.23.8,1691551324.3189006,False,True,False,False,False,czarny_polak_,False,False
lukeyyjj,1691551382.8789866,False,True,False,False,False,czarny_polak_,False,False
amr_ust,1691551433.7305536,False,False,False,False,True,czarny_polak_,False,False
zetbb,1691551490.3940434,False,True,False,False,False,czarny_polak_,False,False
feisty.man35,1691551541.154061,False,True,False,False,False,czarny_polak_,False,False
_paulixxa_,1691551573.7097356,False,False,False,False,False,czarny_polak_,False,False
proboszcz_69,1691551650.7574062,False,True,False,False,False,czarny_polak_,False,False
agata_pochwatka,1691551697.7042334,False,False,False,False,True,czarny_polak_,False,False
_89agnieszka89_,1691551774.4310048,False,True,False,False,False,czarny_polak_,False,False
alexs_andra8888,1691551843.7982175,False,False,False,False,False,czarny_polak_,False,False
mat5024,1691551881.9379776,False,False,False,False,False,czarny_polak_,False,False
feliksa122023,1691551960.7037086,False,True,False,False,False,czarny_polak_,False,False
andrzejs13,1691552031.495741,False,False,False,False,False,czarny_polak_,False,False
andzia09.03,1691552124.5058346,False,True,False,False,False,czarny_polak_,False,False
antekk_orwat,1691552166.942621,False,False,False,False,True,czarny_polak_,False,False
bartoszhomontowski,1691552210.1197336,False,False,False,False,True,czarny_polak_,False,False
blejz136,1691552252.3051882,False,False,False,False,False,czarny_polak_,False,False
skib_nie_wski,1691552282.4230883,False,False,False,False,False,czarny_polak_,False,False
ia.wro,1691552325.3485332,False,False,False,False,True,czarny_polak_,True,False
ilona_ka_,1691552406.159284,False,True,False,False,False,czarny_polak_,False,False
ikurylowicz_77,1691552454.0759916,False,False,False,False,True,czarny_polak_,False,False
kamil_l9321,1691552530.852496,False,True,False,False,False,czarny_polak_,False,False
kacpeerdobrowolski_,1691552593.6255796,False,False,False,False,False,czarny_polak_,False,False
schatzisse,1691552672.489208,False,True,False,False,False,czarny_polak_,False,False
ego.top_siatkara.official,1691552759.4927788,False,True,False,False,False,czarny_polak_,False,False
marianek_op,1691552803.1521375,False,False,False,True,True,czarny_polak_,False,False
mateusz_rosinski_,1691552875.8309789,False,False,False,False,False,czarny_polak_,True,False
binek_9,1691552960.43516,False,True,False,False,False,czarny_polak_,False,False
moni.lu,1691553027.3581684,False,False,False,False,False,czarny_polak_,False,False
n4d14aaaa,1691553065.47801,False,False,False,False,False,czarny_polak_,False,False
natalia.kowalczyk.18659041,1691553130.3690188,False,False,False,False,False,czarny_polak_,True,False
natalia.pieczywek,1691553217.2323256,False,True,False,False,False,czarny_polak_,False,False
natysiaw15,1691553267.9071083,False,False,False,False,True,czarny_polak_,False,False
mostowiec._.oskar,1691553313.7367215,False,False,False,True,True,czarny_polak_,False,False
pascal.rnk,1691553360.0616603,False,True,False,False,False,czarny_polak_,False,False
jereczekpaula,1691553407.9679663,False,False,False,True,True,czarny_polak_,False,False
szafirrr,1691553494.7395766,False,True,False,False,False,czarny_polak_,False,False
piiiotrek24,1691553533.5118525,False,False,False,False,True,czarny_polak_,False,False
ssoollaakoo,1691553567.7337909,False,False,False,False,False,czarny_polak_,False,False
roksana_antczak,1691553647.186177,False,True,False,False,False,czarny_polak_,False,False
jankoss__,1691553734.0841067,False,True,False,False,False,czarny_polak_,False,False
nvlsiapvxx,1691553810.9689128,False,True,False,False,False,czarny_polak_,False,False
suseltoja,1691553874.4015388,False,False,False,True,False,czarny_polak_,False,False
jaroszewskiwojtek,1691553917.908733,False,False,False,True,True,czarny_polak_,False,False
amelaluznee,1691554009.0628986,False,True,False,False,False,czarny_polak_,False,False
rtxhjd,1691554050.6159456,False,False,False,True,True,czarny_polak_,False,False
olga_pietrzak,1691554126.0693667,False,False,False,True,False,czarny_polak_,False,False
szymon_cee,1691554212.9271605,False,True,False,False,False,czarny_polak_,False,False
vaness.a_q,1691554261.5589848,False,False,False,False,True,czarny_polak_,True,False
rafal_jastrzab,1691554304.2584906,False,False,False,False,True,adam.lochynski,False,False
alterego_fitness_pvc,1691554376.7789743,False,False,False,False,False,adam.lochynski,False,False
alan_zasinski,1691554459.4847715,False,True,False,False,False,adam.lochynski,False,False
myr.ealnameismichael,1691554518.029406,False,False,False,False,False,adam.lochynski,True,False
agatkatauer,1691554570.93066,False,True,False,False,False,adam.lochynski,False,False
agsbxmedia,1691554610.509485,False,False,False,False,True,adam.lochynski,False,False
mrejenciak,1691556554.8996043,False,False,False,False,True,gordziejewska.biznes,False,False
aleksandra.swiat,1691556602.7115097,False,False,False,True,True,gordziejewska.biznes,False,False
jagodasmigielska_,1691556638.465485,False,False,False,True,True,gordziejewska.biznes,False,False
w_korzeniowska_,1691556681.6326811,False,False,False,False,True,gordziejewska.biznes,False,False
airtouch.gorzow,1691556717.1414144,False,False,False,True,True,gordziejewska.biznes,False,False
kamykowskafotografia,1691556761.0629103,False,False,False,True,True,gordziejewska.biznes,False,False
roksana.make.up,1691556794.784127,False,False,False,True,True,gordziejewska.biznes,False,False
wiktoria_rentflejsz,1691556828.9940257,False,False,False,True,True,gordziejewska.biznes,False,False
warsztatfryzjera,1691556874.7137578,False,False,False,True,True,gordziejewska.biznes,False,False
nats.xv,1691556923.5752044,False,False,False,False,True,gordziejewska.biznes,False,False
mucha.permanently,1691556974.8583674,False,False,False,False,True,gordziejewska.biznes,False,False
_nadiaaa_k_,1691557033.279698,False,True,False,False,False,gordziejewska.biznes,False,False
fryzjerslubnypatris,1691557077.4775336,False,False,False,True,True,gordziejewska.biznes,False,False
magda00014,1691557123.9542327,False,True,False,False,False,gordziejewska.biznes,False,False
a_g_u_s088,1691557184.7519107,False,True,False,False,False,gordziejewska.biznes,False,False
rafal.cha,1691557273.6218655,False,True,False,False,False,gordziejewska.biznes,False,False
paint.byem,1691557362.5560484,False,True,False,False,False,gordziejewska.biznes,False,False
izabelanicewicz,1691557429.1264167,False,False,False,False,False,gordziejewska.biznes,False,False
marzenakrawczonek,1691557457.2247114,False,False,False,False,False,gordziejewska.biznes,False,False
renatakuciejczyk,1691557522.662742,False,False,False,False,False,gordziejewska.biznes,False,False
xxnooowakxx,1691557583.627355,False,False,False,False,False,gordziejewska.biznes,False,False
nisia23,1691557632.54471,False,False,False,False,True,gordziejewska.biznes,False,False
whwhcvvxca,1691557693.225744,False,False,False,False,False,sukcespl,False,False
bidhurisouravgeu,1691557756.823871,False,False,False,False,False,sukcespl,False,False
aaradhya_.2001twt,1691557819.7294495,False,False,False,False,False,sukcespl,False,False
vi.mal3084rji,1691557889.2506578,False,False,False,True,False,sukcespl,False,False
rajibul_official07iph,1691557948.025202,False,False,False,False,False,sukcespl,False,False
samreen4617oyr,1691558007.2785845,False,False,False,False,False,sukcespl,False,False
venkatesh_yadav1413orz,1691558077.928315,False,False,False,False,False,sukcespl,False,False
karwisport7,1691558142.9524374,False,False,False,False,False,sukcespl,False,False
red_myobsession,1691558187.0598695,False,False,False,False,False,sukcespl,False,False
bfwhd4hqy3w46w7,1691558223.4530697,False,False,False,False,False,sukcespl,False,False
grzesiekzbk,1691558265.865712,False,False,False,False,False,sukcespl,False,False
_semper_paratus_98,1691558348.9075153,False,True,False,False,False,sukcespl,False,False
agataimiolek,1691558439.8051958,False,True,False,False,False,sukcespl,False,False
agata_tbg,1691558475.8204465,False,False,False,False,False,sukcespl,False,False
aleksandra.grzeszak,1691558527.163871,False,False,False,False,True,sukcespl,False,False
artur_pawel_krukowski,1691558576.058721,False,False,False,False,True,sukcespl,False,False
beautyliciousbyjoanna,1691558613.0732696,False,False,False,False,True,sukcespl,False,False
mr.curtiskofi,1691558649.7923803,False,False,False,False,True,sukcespl,False,False
salarl_,1691558708.2612083,False,True,False,False,False,sukcespl,False,False
dokjeret,1691558767.2382517,True,False,False,False,False,sukcespl,False,True
ecomfranek,1691558815.7382011,False,False,False,False,True,sukcespl,False,False
helenallenlkixfyslzc,1691558873.2939782,False,False,False,True,False,sukcespl,False,False
hubii009,1691558927.9531145,False,True,False,False,False,sukcespl,False,False
iwona.aniela,1691558958.245227,False,False,False,False,False,sukcespl,False,False
jerzy_misch,1691558998.813611,False,False,False,False,True,sukcespl,False,False
justyna_guziak,1691559044.4460912,False,False,False,True,True,sukcespl,False,False
kacper_vip__,1691559081.422944,False,False,False,False,True,sukcespl,False,False
klikfot,1691559124.5381591,False,False,False,False,True,sukcespl,False,False
katanowinska,1691559215.5761304,False,True,False,False,False,sukcespl,False,False
krzysztof3998,1691559302.4555817,False,True,False,False,False,sukcespl,False,False
lisamillerckvlpteusu,1691559365.9626422,False,False,False,True,False,sukcespl,False,False
j.danilo_,1691559458.5853596,False,True,False,False,False,sukcespl,False,False
magdaamalik,1691559498.7277951,False,False,False,False,False,sukcespl,False,False
iron_heart_bodybuilder,1691559538.2921915,False,False,False,True,True,sukcespl,False,False
wymaxowany,1691559609.0913088,False,False,False,False,False,sukcespl,False,False
smer_ficzek,1691559674.1941502,False,False,False,False,False,sukcespl,False,False
pastuszex,1691559737.067361,False,True,False,False,False,sukcespl,False,False
pawka8907,1691559804.083935,False,False,False,False,False,sukcespl,False,False
florciouu,1691559866.595505,False,True,False,False,False,sukcespl,False,False
guzowski_rafal,1691559919.447872,False,True,False,False,False,sukcespl,False,False
ruthwilsonxkgdaoctsz,1691559984.4225426,False,False,False,False,False,sukcespl,False,False
tatratime,1691560037.2147732,True,False,False,False,True,sukcespl,False,True
surbaxx,1691560104.0508068,False,False,False,False,False,sukcespl,False,False
susanevansfjmhgnhhoi,1691560171.4958303,False,False,False,True,False,sukcespl,False,False
thomasyounglgkoynqssy,1691560239.1231186,False,False,False,True,False,sukcespl,False,False
boczkowskiwojti,1691560275.32949,False,False,False,False,False,sukcespl,False,False
m4d3j,1691560315.5292563,False,False,False,False,False,sukcespl,False,False
b4busza,1691560358.2555995,False,False,False,False,True,kuuuubs,False,False
julia.burys,1691560446.959668,False,True,False,False,False,kuuuubs,False,False
demo.dread,1691560509.2690165,False,True,False,False,False,kuuuubs,False,False
daw.b11,1691560547.3815663,False,False,False,False,False,kuuuubs,False,False
kubiak_bartek,1691560590.6659565,False,False,False,True,True,kuuuubs,False,False
justynakieda,1691560656.195651,False,False,False,True,False,kuuuubs,False,False
anneversa,1691560735.5755162,False,False,False,True,False,kuuuubs,False,False
a.kacprzynski,1691560794.2174902,False,False,False,False,False,kuuuubs,False,False
askrzynska,1691560831.648565,False,False,False,True,True,kuuuubs,False,False
bartekjurczak,1691560865.4662466,False,False,False,True,True,kuuuubs,False,False
krolu_3,1691560939.9687104,False,False,False,False,False,kuuuubs,False,False
vfefefe,1691561033.052101,False,True,False,False,False,kuuuubs,False,False
jag_odaa,1691561072.555321,False,False,False,False,True,kuuuubs,False,False
faziulka,1691561112.7308657,False,False,False,False,False,kuuuubs,False,False
jan_kowalczyk,1691561189.606706,False,True,False,False,False,kuuuubs,False,False
jxn_nxlepx,1691561249.2732606,False,False,False,True,False,kuuuubs,False,False
sobolewskijann,1691561334.57317,False,True,False,False,False,kuuuubs,False,False
czarny8_,1691561373.2261071,False,False,False,False,True,kuuuubs,False,False
juibishoujo,1691561419.8159215,False,True,False,False,False,kuuuubs,False,False
widokuwa,1691561449.7912295,False,False,False,False,False,kuuuubs,False,False
dzakubajsiak,1691561492.3436131,False,False,False,False,False,kuuuubs,False,False
wydra_kacper,1691561522.4146411,False,False,False,False,False,kuuuubs,False,False
justt_saiyan,1691561575.0589762,False,False,False,False,True,kuuuubs,False,False
_tu_deli,1691561668.11683,False,True,False,False,False,kuuuubs,False,False
konradbalut,1691561712.8860447,False,False,False,False,True,kuuuubs,False,False
1312konrad,1691561777.537277,False,False,False,False,False,kuuuubs,False,False
krzychuiwanowski,1691561850.0626624,False,False,False,False,False,kuuuubs,False,False
krzysztofpijar,1691561908.7901816,False,False,False,False,False,kuuuubs,False,False
thekarczi,1691561987.7493403,False,True,False,False,False,kuuuubs,False,False
marysia_kotek888838383,1691562028.227524,False,False,False,False,True,kuuuubs,False,False
marzena_pazik,1691562101.7182071,False,False,False,True,False,kuuuubs,False,False
workin.mag,1691562164.7668247,False,False,False,False,False,kuuuubs,False,False
makemichauhau,1691562247.74993,False,True,False,False,False,kuuuubs,False,False
michal.budzinski__,1691562278.066229,False,False,False,False,False,kuuuubs,False,False
miauchaux,1691562366.790905,False,True,False,False,False,kuuuubs,False,False
michufr,1691562401.201861,False,False,False,False,False,kuuuubs,False,False
_olek_kolodziej,1691562439.4393947,False,False,False,False,False,kuuuubs,False,False
oskar_majer,1691562508.5229363,False,False,False,False,False,kuuuubs,False,False
oskar_sulej,1691562552.54749,False,False,False,False,False,kuuuubs,False,False
bedzio741,1691562597.325425,False,False,False,False,False,kuuuubs,False,False
mentosikkkkkkkk,1691562630.7890728,False,False,False,True,False,kuuuubs,False,False
piotrus0_,1691562679.5763354,False,True,False,False,False,kuuuubs,False,False
piotrek.czubak.52,1691562742.5685272,False,False,False,False,False,kuuuubs,False,False
wojtussosa,1691562791.1554615,False,True,False,False,False,kuuuubs,False,False
weronkapietrzak,1691562830.0987031,False,False,False,False,True,kuuuubs,False,False
vikidakowicz,1691562903.7190237,False,False,False,True,False,kuuuubs,False,False
stachrovska,1691562943.826601,False,False,False,True,True,kuuuubs,False,False
karolinamlynarczykk,1691562975.9353046,False,False,False,False,False,kuuuubs,False,False
panierafale,1691563023.628137,False,False,False,True,True,kuuuubs,False,False
kacprzynski_adam,1691563068.5801587,False,False,False,False,True,kuuuubs,False,False
bemyself369tarzan,1691563123.0179682,False,True,False,False,False,pudzianofficial,False,False
jesus.gw,1691563159.387826,False,False,False,False,False,pudzianofficial,False,False
mateusz_526_,1691563191.918255,False,False,False,False,False,pudzianofficial,False,False
slayy.lk,1691563250.2855844,False,True,False,False,False,pudzianofficial,False,False
makspv4,1691563331.5453818,False,True,False,False,False,pudzianofficial,False,False
paulinaaa429,1691563400.2625053,False,False,False,False,False,pudzianofficial,False,False
miloszeek.45,1691563456.6575303,False,True,False,False,False,pudzianofficial,False,False
_not.nadia._,1691563495.0856023,False,False,False,False,False,pudzianofficial,False,False
21_papaj.37,1691563531.6652417,False,False,False,False,False,pudzianofficial,True,False
adrian_gajda2,1691563582.0600443,False,True,False,False,False,pudzianofficial,False,False
ahmed_fitt94,1691563664.9985323,False,True,False,False,False,pudzianofficial,False,False
aimen.brown,1691563717.400046,False,True,False,False,False,pudzianofficial,False,False
the_m.i.g.h.t.y_hawk,1691563804.51233,False,True,False,False,False,pudzianofficial,False,False
tondy_pivko,1691563857.1523452,True,False,False,False,True,pudzianofficial,False,True
nj_falconry,1691563923.2316475,False,False,True,False,True,pudzianofficial,False,False
c1ngz_,1691563957.2606115,False,False,False,False,False,pudzianofficial,True,False
evanskani,1691564015.9533331,False,False,False,False,False,pudzianofficial,False,False
xgatetoheavenx,1691564053.1194303,False,False,False,False,False,pudzianofficial,False,False
mrs_gorzelska,1691564128.1201012,False,False,False,False,False,pudzianofficial,False,False
hnniat,1691564175.2457278,False,False,False,False,True,pudzianofficial,False,False
slim.jim1e,1691564203.4160335,False,False,False,False,False,pudzianofficial,False,False
kabakczek,1691564265.8872037,False,True,False,False,False,pudzianofficial,False,False
stupidandwise,1691564356.4969544,False,True,False,False,False,pudzianofficial,False,False
juraszek123,1691564396.6600535,False,False,False,False,False,pudzianofficial,False,False
kacperczak,1691564465.578561,False,False,False,False,False,pudzianofficial,False,False
karinamakowskaa,1691564528.095024,False,False,False,False,False,pudzianofficial,False,False
viptravpix007,1691564582.8448882,False,True,False,False,False,pudzianofficial,False,False
kornel123hwhw,1691564637.4601831,False,True,False,False,False,pudzianofficial,False,False
sieradzkikrystian,1691564724.3068986,False,True,False,False,False,pudzianofficial,False,False
krzysiu_0_,1691564772.8515012,False,True,False,False,False,pudzianofficial,False,False
__kuubus___,1691564804.2276356,False,False,False,False,False,pudzianofficial,False,False
sajmon_gasidlo,1691566774.2915337,False,False,False,False,False,gordziejewska.biznes,True,False
therealklaudia,1691566819.0823245,False,False,False,True,True,gordziejewska.biznes,False,False
fraulina_travelpillow,1691566853.8413758,False,False,False,True,True,gordziejewska.biznes,False,False
tomalikjulia,1691566911.0977695,False,False,True,False,True,gordziejewska.biznes,False,False
emiliatarczynska,1691566959.597725,False,False,False,True,True,gordziejewska.biznes,False,False
donsuperi0r_,1691567035.1967547,False,False,False,True,False,gordziejewska.biznes,False,False
teo.grazi,1691567075.7839837,False,False,False,True,True,gordziejewska.biznes,False,False
julia102g,1691567118.2902462,False,False,False,True,True,gordziejewska.biznes,False,False
stawicki_arek,1691567157.4771008,False,False,False,False,True,gordziejewska.biznes,True,False
patrycja__mazurek,1691567239.0189023,False,False,False,True,False,gordziejewska.biznes,False,False
madlyshine,1691567273.4591904,False,False,False,True,True,gordziejewska.biznes,False,False
vita_attivaa,1691567319.9781885,False,False,False,True,True,gordziejewska.biznes,False,False
hulajka_bawialnia,1691567389.6844563,False,False,False,False,False,gordziejewska.biznes,False,False
bekzz8,1691567446.8399148,False,True,False,False,False,gordziejewska.biznes,False,False
p.j.mika,1691567482.5694573,False,False,False,True,True,gordziejewska.biznes,False,False
pignastyle_life,1691567530.34307,False,False,False,True,True,gordziejewska.biznes,False,False
badz_z_pazurem,1691567585.1794572,False,False,False,False,True,gordziejewska.biznes,False,False
wosiuwojciech,1691567665.5053034,False,True,False,False,False,sawardega_wataha,False,False
a.sekowska92,1691567718.4416945,False,True,False,False,False,sawardega_wataha,False,False
albertos3828,1691567758.8092642,False,False,False,False,False,sawardega_wataha,False,False
sweet_franus_2013,1691567791.3930514,False,False,False,False,False,sawardega_wataha,False,False
kubamargalski,1691567867.561941,False,False,False,False,False,sawardega_wataha,False,False
_pv.patka_pv,1691567952.945266,False,True,False,False,False,sawardega_wataha,False,False
bamwm320,1691568009.8792508,False,True,False,False,False,sawardega_wataha,False,False
piotr_florek_,1691568074.13128,False,False,False,False,False,sawardega_wataha,False,False
klins87,1691568140.574862,False,False,False,False,False,sawardega_wataha,False,False
kasia.rogozinska,1691568188.961113,False,True,False,False,False,sawardega_wataha,False,False
fp_genzie1221,1691568227.8612113,False,False,False,False,True,sawardega_wataha,True,False
the_young_prince022,1691568270.6192014,False,False,False,False,True,sawardega_wataha,False,False
patryk_kus94,1691568363.4666402,False,True,False,False,False,sawardega_wataha,False,False
pluggmax,1691568448.3414488,False,True,False,False,False,sawardega_wataha,False,False
tadekxd3,1691568508.9613883,False,False,False,False,False,sawardega_wataha,False,False
joannaasiaq,1691568559.3252866,False,True,False,False,False,sawardega_wataha,False,False
mangosekpl,1691568601.6309938,False,False,False,False,False,sawardega_wataha,False,False
dabros_synku,1691568688.9251776,False,True,False,False,False,sawardega_wataha,False,False
mini_kiramik0,1691568741.2687042,False,True,False,False,False,sawardega_wataha,False,False
miosz_tarnowski,1691568801.6439197,False,True,False,False,False,sawardega_wataha,False,False
nat.aluna,1691568845.990743,False,False,False,False,False,sawardega_wataha,False,False
walter936666,1691568904.42518,False,True,False,False,False,sawardega_wataha,False,False
black__sheep__13,1691568934.4313774,False,False,False,False,False,sawardega_wataha,False,False
_bedkos_,1691568997.539012,False,False,False,False,False,sawardega_wataha,False,False
giera.lukasz,1691569063.9443126,False,False,False,False,False,sawardega_wataha,False,False
dziennik_odchudzania_,1691569128.7348268,False,False,False,False,False,sawardega_wataha,False,False
szybbr,1691569161.390922,False,False,False,False,False,sawardega_wataha,False,False
wilenskibartosz,1691569231.982168,False,False,False,False,False,sawardega_wataha,True,False
bartekangerman,1691569290.8325503,False,False,False,False,False,sawardega_wataha,False,False
_dersk1y_open_,1691569361.8781435,False,False,False,False,False,sawardega_wataha,False,False
esdine96,1691569415.7553277,False,False,False,True,False,sawardega_wataha,False,False
krzyski1999,1691569476.292203,False,True,False,False,False,sawardega_wataha,False,False
kzygus,1691569535.0637577,False,False,False,False,False,sawardega_wataha,False,False
wit_wedkarstwo,1691569609.7432704,False,False,False,False,False,sawardega_wataha,True,False
zosiakozlowska13,1691580458.0688806,False,False,True,False,False,sawardega_wataha,False,False
kuska_,1691593182.363366,False,False,False,False,True,jakubroskosz,False,False
rus.paulina,1691593256.127412,False,False,False,True,False,jakubroskosz,False,False
kasat008,1691593304.6327698,False,True,False,False,False,jakubroskosz,False,False
akinilip,1691593350.9961786,False,True,False,False,False,jakubroskosz,False,False
andrree_17,1691593438.1609054,False,True,False,False,False,jakubroskosz,False,False
hprsja,1691593496.776086,False,True,False,False,False,jakubroskosz,False,False
aleksandra.darnowska,1691612604.3535404,False,False,True,False,False,jakubroskosz,False,False
danielcich,1691675353.9104357,False,True,False,False,False,jakubroskosz,False,False
maraz__777,1691675396.7109425,False,False,False,False,False,jakubroskosz,False,False
pmk_________,1691675480.267576,False,True,False,False,False,jakubroskosz,False,False
